time_h,renewable_power_kw,baseline_electrolyzer_power_kw,optimized_electrolyzer_power_kw,hydrogen_demand_kg_h
12.85,95.84446048019396,95.84446048019396,95.84446048019396,0.875
12.866666666666667,95.68209720088898,95.68209720088898,95.68209720088898,0.875
12.883333333333333,95.51675267004023,95.51675267004023,95.51675267004023,0.875
12.9,95.34843668212187,95.34843668212187,95.34843668212187,0.875
12.916666666666666,95.17715920908711,95.17715920908711,95.17715920908711,0.875
12.933333333333334,95.00293039986101,95.00293039986101,95.00293039986101,0.875
12.95,94.82576057982452,94.82576057982452,94.82576057982452,0.875
12.966666666666667,94.64566025028978,94.64566025028978,94.64566025028978,0.875
12.983333333333333,94.46264008796663,94.46264008796663,94.46264008796663,0.875
13.0,94.27671094442034,94.27671094442034,94.27671094442034,0.875
13.016666666666666,94.08788384552084,94.08788384552084,94.08788384552084,0.875
13.033333333333333,93.89616999088297,93.89616999088297,93.89616999088297,0.875
13.049999999999999,93.70158075329876,93.70158075329876,93.70158075329876,0.875
13.066666666666666,93.50412767816026,93.50412767816026,93.50412767816026,0.875
13.083333333333334,93.30382248287476,93.30382248287476,93.30382248287476,0.875
13.1,93.10067705627098,93.10067705627098,93.10067705627098,0.875
13.116666666666667,92.89470345799683,92.89470345799683,92.89470345799683,0.875
13.133333333333333,92.68591391790915,92.68591391790915,92.68591391790915,0.875
13.15,92.47432083545475,92.47432083545475,92.47432083545475,0.875
13.166666666666666,92.25993677904339,92.25993677904339,92.25993677904339,0.875
13.183333333333334,92.04277448541224,92.04277448541224,92.04277448541224,0.875
13.2,91.82284685898246,91.82284685898246,91.82284685898246,0.875
13.216666666666667,91.60016697120732,91.60016697120732,91.60016697120732,0.875
13.233333333333333,91.37474805991245,91.37474805991245,91.37474805991245,0.875
13.25,91.14660352862781,91.14660352862781,91.14660352862781,0.875
13.266666666666666,90.91574694591186,90.91574694591186,90.91574694591186,0.875
13.283333333333333,90.68219204466756,90.68219204466756,90.68219204466756,0.875
13.299999999999999,90.44595272145055,90.44595272145055,90.44595272145055,0.875
13.316666666666666,90.20704303576956,90.20704303576956,90.20704303576956,0.875
13.333333333333334,89.96547720937876,89.96547720937876,89.96547720937876,0.875
13.35,89.72126962556268,89.72126962556268,89.72126962556268,0.875
13.366666666666667,89.47443482841301,89.47443482841301,89.47443482841301,0.875
13.383333333333333,89.2249875220983,89.2249875220983,89.2249875220983,0.875
13.4,88.97294257012533,88.97294257012533,88.97294257012533,0.875
13.416666666666666,88.71831499459375,88.71831499459375,88.71831499459375,0.875
13.433333333333334,88.46111997544259,88.46111997544259,88.46111997544259,0.875
13.45,88.20137284968968,88.20137284968968,88.20137284968968,0.875
13.466666666666667,87.93908911066349,87.93908911066349,87.93908911066349,0.875
13.483333333333333,87.67428440722797,87.67428440722797,87.67428440722797,0.875
13.5,87.4069745429997,87.4069745429997,87.4069745429997,0.875
13.516666666666666,87.13717547555837,87.13717547555837,87.13717547555837,0.875
13.533333333333333,86.86490331564949,86.86490331564949,86.86490331564949,0.875
13.549999999999999,86.59017432638069,86.59017432638069,86.59017432638069,0.875
13.566666666666666,86.31300492241049,86.31300492241049,86.31300492241049,0.875
13.583333333333334,86.0334116691305,86.0334116691305,86.0334116691305,0.875
13.6,85.75141128184048,85.75141128184048,85.75141128184048,0.875
13.616666666666667,85.46702062491659,85.46702062491659,85.46702062491659,0.875
13.633333333333333,85.18025671097324,85.18025671097324,85.18025671097324,0.875
13.65,84.89113670001768,84.89113670001768,84.89113670001768,0.875
13.666666666666666,84.59967789859859,84.59967789859859,84.59967789859859,0.875
13.683333333333334,84.30589775894747,84.30589775894747,84.30589775894747,0.875
13.7,84.00981387811429,84.00981387811429,84.00981387811429,0.875
13.716666666666667,83.71144399709594,83.71144399709594,83.71144399709594,0.875
13.733333333333333,83.41080599995912,83.41080599995912,83.41080599995912,0.875
13.75,83.10791791295617,83.10791791295617,83.10791791295617,0.875
13.766666666666666,82.80279790363551,82.80279790363551,82.80279790363551,0.875
13.783333333333333,82.49546427994514,82.49546427994514,82.49546427994514,0.875
13.799999999999999,82.18593548933104,82.18593548933104,82.18593548933104,0.875
13.816666666666666,81.87423011782836,81.87423011782836,81.87423011782836,0.875
13.833333333333334,81.56036688914816,81.56036688914816,81.56036688914816,0.875
13.85,81.24436466375693,81.24436466375693,81.24436466375693,0.875
13.866666666666667,80.92624243795153,80.92624243795153,80.92624243795153,0.875
13.883333333333333,80.60601934292751,80.60601934292751,80.60601934292751,0.875
13.9,80.2837146438427,80.2837146438427,80.2837146438427,0.875
13.916666666666666,79.95934773887453,79.95934773887453,79.95934773887453,0.875
13.933333333333334,79.63293815827241,79.63293815827241,79.63293815827241,0.875
